patent_id,title,top_keywords,top_keyword_scores,title_top_keywords
2011-0015788,CONTROL OF AN ELECTRIC MACHINE,electric machine; lookup; lookup table; table; processor; electric; value; machine; control electric; control electric machine,0.2497; 0.2398; 0.2398; 0.2320; 0.2078; 0.2071; 0.2058; 0.2046; 0.2014; 0.2014,control electric; electric machine; electric; machine; control
2010-0319158,TOOL FOR A SURFACE TREATING APPLIANCE,front section; rear section; section; conduit; thereto axis; relative thereto axis; movement relative thereto; front; tool surface treating; tool surface,0.2496; 0.2007; 0.1815; 0.1765; 0.1674; 0.1674; 0.1575; 0.1568; 0.1537; 0.1537,tool surface; tool; treating appliance; surface treating; treating; surface; appliance
2010-0319159,TOOL FOR A SURFACE TREATING APPLIANCE,suction channel; channel; suction; suction channel suction; channel suction; channel suction channel; suction channels; dirt-bearing fluid flow; dirt-bearing fluid; tool surface treating,0.3109; 0.2392; 0.1842; 0.1793; 0.1793; 0.1793; 0.1735; 0.1670; 0.1670; 0.1647,tool surface; tool; treating appliance; surface treating; treating; surface; appliance
2010-0306956,CLEANER HEAD,agitating; groove; connecting; located within; plurality grooves; side edge; cleaner head agitating; head agitating; agitating surface treating; head agitating surface,0.3537; 0.2662; 0.2185; 0.1978; 0.1898; 0.1898; 0.1898; 0.1898; 0.1898; 0.1898,cleaner head; head; cleaner
2010-0306957,CLEANER HEAD,plurality bristles; bristles; brush bar; bar; brush; rotatable brush bar; brush bar plurality; bar plurality; plurality; resistivity,0.3083; 0.2876; 0.1928; 0.1881; 0.1800; 0.1515; 0.1515; 0.1515; 0.1505; 0.1466,cleaner head; head; cleaner
2010-0306958,CLEANER HEAD,having surface resistivity; having outer surface; appliance rotatable body; treating appliance rotatable; head agitating surface; agitating surface treating; head agitating; cleaner head agitating; surface resistivity range; resistivity range,0.1982; 0.1982; 0.1982; 0.1982; 0.1982; 0.1982; 0.1982; 0.1982; 0.1918; 0.1918,cleaner head; head; cleaner
2010-0306959,CLEANER HEAD,bristles; extending outwardly; cleaner head agitating; head agitating; agitating surface treating; head agitating surface; having surface resistivity; substantially continuous; treating appliance rotatable; appliance rotatable body,0.2634; 0.1725; 0.1725; 0.1725; 0.1725; 0.1725; 0.1725; 0.1725; 0.1725; 0.1725,cleaner head; head; cleaner
2010-0294207,ATTACHMENT FOR A VACUUM CLEANING APPLIANCE,bristle cover; bristle; cover; bristle carrier; carrier; bristle carrier bristle; carrier bristle cover; carrier bristle; configuration bristles; attachment vacuum cleaning,0.2569; 0.2399; 0.2170; 0.1794; 0.1631; 0.1558; 0.1558; 0.1515; 0.1515; 0.1479,attachment vacuum; vacuum cleaning; attachment; cleaning appliance; cleaning; vacuum; appliance
2010-0294208,ATTACHMENT FOR A VACUUM CLEANING APPLIANCE,bristle; bristle cover; bristles; cover; bristle carrier; end handle; carrier; head end; bristles bristle; stowed configuration,0.2045; 0.2031; 0.1786; 0.1716; 0.1660; 0.1574; 0.1509; 0.1489; 0.1441; 0.1441,attachment vacuum; vacuum cleaning; attachment; cleaning appliance; cleaning; vacuum; appliance
2010-0294209,ATTACHMENT FOR A VACUUM CLEANING APPLIANCE,bristle cover; bristle; cover; configuration bristles; attachment vacuum; attachment vacuum cleaning; bristles; bristle carrier; appliance head; conduit,0.2116; 0.2019; 0.1788; 0.1460; 0.1425; 0.1425; 0.1399; 0.1395; 0.1323; 0.1316,attachment vacuum; vacuum cleaning; attachment; cleaning appliance; cleaning; vacuum; appliance
2010-0294210,ATTACHMENT FOR A VACUUM CLEANING APPLIANCE,bristle cover; bristle; cover; bristle carrier; bristles; carrier; air bleed; flow suction; configuration; deployed configuration,0.2089; 0.1952; 0.1765; 0.1459; 0.1342; 0.1327; 0.1310; 0.1310; 0.1307; 0.1267,attachment vacuum; vacuum cleaning; attachment; cleaning appliance; cleaning; vacuum; appliance
2010-0257680,CLEANER HEAD,brush bar; bar; drive mechanism; brush; chamber drive; section located; located within section; within section; section chamber; wall chamber,0.2122; 0.2069; 0.2060; 0.1981; 0.1832; 0.1832; 0.1832; 0.1832; 0.1832; 0.1772,cleaner head; head; cleaner
2010-0257692,CLEANER HEAD,annular seal; sole; sole plate; end flexible; plate; detachable; seal; flexible; annular; chassis,0.2372; 0.2331; 0.2331; 0.2170; 0.2004; 0.1914; 0.1863; 0.1768; 0.1724; 0.1591,cleaner head; head; cleaner
2010-0257693,CLEANER HEAD,output drive; brush bar; drive; bar; brush; drive connected; input; drive mechanism; rotatable; output,0.2859; 0.2444; 0.2406; 0.2383; 0.2281; 0.2232; 0.2094; 0.1841; 0.1717; 0.1638,cleaner head; head; cleaner
2010-0257695,CLEANER HEAD,sole plate; sole; plate; floor surface; housing; floor; cleaner head; head; engaging; cleaning operation,0.3249; 0.3249; 0.2794; 0.1781; 0.1656; 0.1587; 0.1530; 0.1276; 0.1274; 0.1217,cleaner head; head; cleaner
2010-0257696,CLEANER HEAD,lower surface; surface support; lower; support; rolling; cleaner head; cleaner head plurality; head plurality; plurality floor; air enters cleaner,0.3002; 0.2299; 0.1952; 0.1839; 0.1794; 0.1634; 0.1478; 0.1478; 0.1478; 0.1478,cleaner head; head; cleaner
2010-0251509,HIGH-SPEED ELECTRIC SYSTEM,electric; electric machine; machine; electric electric; machine control driving; control driving electric; driving electric; control driving; driving electric machine; speeds,0.3991; 0.3122; 0.2558; 0.2495; 0.2495; 0.2495; 0.2414; 0.2414; 0.2414; 0.2200,electric
2010-0251510,CONSTANT-POWER ELECTRIC SYSTEM,electric; voltage; minimum; electric machine; electric machine control; machine control; maximum; machine; range; excitation voltage,0.2702; 0.2475; 0.2455; 0.2448; 0.2357; 0.2245; 0.2245; 0.2006; 0.1915; 0.1579,electric
2010-0251511,CONTROL OF A PERMANENT-MAGNET MOTOR,permanent-magnet motor; permanent-magnet; motor; winding; angle winding; response changes speed; changes speed; freewheeling winding motor; angle winding freewheeled; permanent-magnet motor sequentially,0.2879; 0.2784; 0.1958; 0.1714; 0.1699; 0.1699; 0.1699; 0.1699; 0.1699; 0.1644,permanent-magnet motor; permanent-magnet; control; motor
2010-0251512,CONTROL OF AN ELECTRIC MACHINE,operating speed range; operating speed; speed range; electric machine; zero-crossings; control electric machine; control electric; winding advance; exciting winding; speed,0.2341; 0.2341; 0.2203; 0.2151; 0.2064; 0.1966; 0.1966; 0.1889; 0.1792; 0.1789,control electric; electric machine; electric; machine; control
2010-0253250,CURRENT CONTROLLER FOR AN ELECTRIC MACHINE,threshold; pwm; voltage; voltage input; comparator; factor; input; electric machine; module; electric,0.2923; 0.2739; 0.2713; 0.2650; 0.2577; 0.2373; 0.2187; 0.2024; 0.1909; 0.1679,current; controller; electric machine; electric; machine
2010-0253257,CONTROL OF AN ELECTRIC MACHINE,electric machine; control electric; control electric machine; electric; machine; map; power; control; input signal; control values,0.2988; 0.2732; 0.2732; 0.2478; 0.2448; 0.2410; 0.2126; 0.1704; 0.1550; 0.1550,control electric; electric machine; electric; machine; control
2010-0253261,CONTROL OF AN ELECTRIC MACHINE,electric machine; control electric; control electric machine; electric; machine; advance; machine exciting; advance zero-crossings back; control; advance zero-crossings,0.2898; 0.2649; 0.2649; 0.2404; 0.2374; 0.2205; 0.1503; 0.1454; 0.1453; 0.1414,control electric; electric machine; electric; machine; control
2010-0253262,CONTROL SYSTEM FOR AN ELECTRIC MACHINE,drive controller; electric machine; position sensor; electric machine control; electric; machine; machine control; control electric machine; control electric; control signals,0.2482; 0.2156; 0.1948; 0.1825; 0.1788; 0.1766; 0.1739; 0.1739; 0.1739; 0.1715,control electric; electric machine; electric; machine; control
2010-0253263,CONTROL OF AN ELECTRIC MACHINE,electric machine; control electric; control electric machine; excitation voltage; freewheel angle; electric; machine; freewheel; excitation; angle,0.2311; 0.2112; 0.2112; 0.2029; 0.2029; 0.1917; 0.1893; 0.1824; 0.1584; 0.1424,control electric; electric machine; electric; machine; control
2010-0253264,CONTROL OF AN ELECTRIC MACHINE,electric machine; advance; control electric; control electric machine; electric; freewheel angle; advance angle; machine; angle; freewheel,0.2165; 0.1909; 0.1850; 0.1850; 0.1796; 0.1777; 0.1777; 0.1774; 0.1757; 0.1598,control electric; electric machine; electric; machine; control
2010-0253265,CONTROL OF AN ELECTRIC MACHINE,electric machine; advance; control electric; control electric machine; advance angle; freewheel angle; angle; electric; machine; winding,0.2045; 0.1929; 0.1870; 0.1870; 0.1796; 0.1796; 0.1776; 0.1696; 0.1676; 0.1650,control electric; electric machine; electric; machine; control
2010-0253268,CONTROL SYSTEM FOR AN ELECTRIC MACHINE,latch; drive controller; comparator; electric machine control; control electric; control electric machine; machine control; controller; electric machine; input,0.3612; 0.2563; 0.2493; 0.2336; 0.2225; 0.2225; 0.2225; 0.2132; 0.1958; 0.1706,control electric; electric machine; electric; machine; control
2010-0253274,POWER TUNING AN ELECTRIC SYSTEM,map; electric; power; electric electric; driving electric; driving electric machine; control power; loading; electric machine; electric machine control,0.2807; 0.2629; 0.2466; 0.2466; 0.2385; 0.2385; 0.2385; 0.2320; 0.2258; 0.2174,power; electric
2010-0254685,CONTROL SYSTEM FOR AN ELECTRIC MACHINE,drive controller; electric machine control; machine control; electric machine; control electric; control electric machine; control signals; electric; machine; control,0.2661; 0.2425; 0.2310; 0.2032; 0.1864; 0.1864; 0.1838; 0.1686; 0.1665; 0.1576,control electric; electric machine; electric; machine; control
2010-0254800,FAN,mouth; diffuser; air flow; nozzle; air flow emitted; flow emitted; creating air; surface diffuser; fan bladeless; emitted nozzle extends,0.1608; 0.1526; 0.1427; 0.1407; 0.1291; 0.1291; 0.1272; 0.1177; 0.1177; 0.1177,fan
2010-0256782,CONTROL SYSTEM FOR AN ELECTRIC MACHINE,drive controller; control signals; time window; window; drive controller generates; controller generates; controller generates control; generates control signals; generates control; position sensor,0.2223; 0.1903; 0.1853; 0.1853; 0.1853; 0.1793; 0.1793; 0.1793; 0.1744; 0.1744,control electric; electric machine; electric; machine; control
2010-0242208,CLEANING APPLIANCE,rolling assembly; rolling; separating; fluid flow; fluid; axis passing; flow fluid inlet; inlet duct conveying; fluid inlet; separating relative rolling,0.2208; 0.2105; 0.1603; 0.1548; 0.1530; 0.1400; 0.1400; 0.1400; 0.1387; 0.1355,cleaning appliance; cleaning; appliance
2010-0242211,CLEANING APPLIANCE,chassis; separating; separating duct; support supporting separating; cleaning appliance separating; appliance separating; supporting separating; mounted chassis; support supporting; conveying fluid,0.2543; 0.2346; 0.2049; 0.2049; 0.1982; 0.1928; 0.1928; 0.1928; 0.1928; 0.1882,cleaning appliance; cleaning; appliance
2010-0242212,CLEANING APPLIANCE,separating; fluid flow; chassis supporting; fluid; rolling assembly fluid; assembly fluid; supporting separating; assembly fluid inlet; spherical; substantially spherical,0.1882; 0.1816; 0.1643; 0.1642; 0.1546; 0.1546; 0.1546; 0.1546; 0.1509; 0.1509,cleaning appliance; cleaning; appliance
2010-0242213,CLEANING APPLIANCE,rolling assembly; steering; rolling; relative chassis; chassis; fluid flow separating; flow separating; floor engaging; separating; fluid flow,0.2140; 0.2074; 0.2040; 0.1901; 0.1835; 0.1750; 0.1697; 0.1561; 0.1366; 0.1319,cleaning appliance; cleaning; appliance
2010-0242214,CLEANING APPLIANCE,steering; chassis; floor engaging; rolling assembly; rolling; members; engaging; plurality floor engaging; plurality floor; flow acting,0.2365; 0.2093; 0.1781; 0.1731; 0.1650; 0.1595; 0.1424; 0.1361; 0.1361; 0.1361,cleaning appliance; cleaning; appliance
2010-0242215,CLEANING APPLIANCE,steering; rolling assembly; rolling; separating; rolling assembly steering; cleaning appliance manoeuvred; surface pivoting; appliance manoeuvred; assembly steering mechanism; surface pivoting separating,0.1955; 0.1774; 0.1691; 0.1404; 0.1394; 0.1394; 0.1394; 0.1394; 0.1394; 0.1394,cleaning appliance; cleaning; appliance
2010-0242216,CLEANING APPLIANCE,outlet separating; separating; fluid; fluid outlet; appliance duct; support supporting separating; fluid inlet; urging; support supporting; supporting separating,0.2315; 0.2039; 0.1904; 0.1662; 0.1628; 0.1628; 0.1613; 0.1575; 0.1532; 0.1532,cleaning appliance; cleaning; appliance
2010-0242217,CLEANING APPLIANCE,fluid flow separating; flow separating; rolling assembly; separating; rolling; fluid flow; assembly drawing fluid; separating duct; assembly drawing; rolling assembly drawing,0.2168; 0.2101; 0.1880; 0.1850; 0.1792; 0.1633; 0.1478; 0.1478; 0.1478; 0.1478,cleaning appliance; cleaning; appliance
2010-0242218,CLEANING APPLIANCE,steering; connected chassis; chassis; floor engaging; members; engaging; engaging steering; floor engaging steering; members connected; mechanism steering,0.3181; 0.2915; 0.2815; 0.2395; 0.2146; 0.1915; 0.1830; 0.1830; 0.1770; 0.1722,cleaning appliance; cleaning; appliance
2010-0242219,CLEANING APPLIANCE,floor engaging; rolling assembly; rolling; floor; engaging; plurality floor engaging; plurality floor; spherical floor engaging; substantially spherical floor; spherical floor,0.1884; 0.1832; 0.1746; 0.1651; 0.1507; 0.1440; 0.1440; 0.1440; 0.1440; 0.1440,cleaning appliance; cleaning; appliance
2010-0242220,CLEANING APPLIANCE,steering; flow acting fluid; fluid flow acting; flow acting; spherical floor engaging; substantially spherical floor; spherical floor; cleaning appliance; steering mechanism steering; steering cleaning,0.2177; 0.1552; 0.1552; 0.1552; 0.1552; 0.1552; 0.1552; 0.1504; 0.1502; 0.1502,cleaning appliance; cleaning; appliance
2010-0242221,SEPARATING APPARATUS,cleaning stage; cyclonic cleaning; cyclonic cleaning stage; stage; arranged downstream cyclonic; arranged downstream; downstream cyclonic cleaning; cyclonic; downstream cyclonic; separating,0.2348; 0.2348; 0.2348; 0.1889; 0.1758; 0.1654; 0.1581; 0.1499; 0.1346; 0.1301,separating
2010-0242223,CLUTCH ASSEMBLY,clutch; output clutch; torque transmitted; position torque; transmitted output; position torque transmitted; torque transmitted output; output; transmitted; torque,0.4081; 0.2875; 0.2319; 0.2319; 0.2319; 0.2319; 0.2319; 0.2048; 0.2010; 0.1978,clutch assembly; clutch; assembly
2010-0242224,CLUTCH ASSEMBLY,clutch; output clutch; torque transmitted; position torque; transmitted output; position torque transmitted; torque transmitted output; output; input; speeds,0.4086; 0.3052; 0.2165; 0.2165; 0.2165; 0.2165; 0.2165; 0.2045; 0.1966; 0.1909,clutch assembly; clutch; assembly
2010-0236012,CLEANING AND/OR FILTERING APPARATUS,particularly; cyclone; comprise two; effectively even; effectively; relates separating; filtration; separator; even; inner outer,0.2686; 0.2345; 0.2181; 0.2181; 0.2181; 0.2052; 0.2052; 0.2049; 0.2003; 0.1923,cleaning
2010-0236015,SUPPORT ASSEMBLY FOR A SURFACE TREATING APPLIANCE,support assembly; supporting position; pedal; surface-treating; support; example; supporting; main body; main; surface-treating appliance main,0.2497; 0.2287; 0.2227; 0.1930; 0.1789; 0.1674; 0.1665; 0.1396; 0.1351; 0.1316,assembly surface; support assembly; support; treating appliance; surface treating; treating; surface; assembly; appliance
2010-0236092,Drive Circuit,drive circuit; drive signal; drive; agitation; frequency; circuit; signal; signal generator; harmonic; signal having,0.3445; 0.2927; 0.2861; 0.2847; 0.2415; 0.2381; 0.2318; 0.1787; 0.1787; 0.1787,drive circuit; circuit; drive
2010-0239903,RECHARGEABLE BATTERY PACK,battery pack; pack; rechargeable battery; terminal; rechargeable; charger; battery; terminal battery; charger input; battery charger,0.3446; 0.3292; 0.2745; 0.2670; 0.2670; 0.2670; 0.2542; 0.2013; 0.1894; 0.1894,rechargeable battery; rechargeable; battery pack; pack; battery
2010-0229321,CLEANING APPLIANCE,hand-held; handgrip; suction conduit; adjacent end; power source; conduit; airflow generator; power; generator; suction,0.2844; 0.2612; 0.2501; 0.1814; 0.1748; 0.1711; 0.1611; 0.1438; 0.1414; 0.1280,cleaning appliance; cleaning; appliance
2010-0229339,SURFACE TREATING HEAD,channels; suction channels; working edges; suction channel; suction cavity; suction; permits; edges; treating head; surface treating head,0.2352; 0.1999; 0.1944; 0.1898; 0.1822; 0.1744; 0.1668; 0.1553; 0.1480; 0.1480,treating head; surface treating; treating; surface; head
2010-0223751,CLEANING APPLIANCE,exhaust; side edge; baffle; edge; face; airflow generator; airflow; upstream; appliance airflow generator; upstream face,0.2382; 0.2254; 0.1867; 0.1791; 0.1627; 0.1452; 0.1408; 0.1365; 0.1331; 0.1331,cleaning appliance; cleaning; appliance
2010-0223753,FLOOR TOOL,sole; sole plate; plate; plate engaging; sole plate engaging; rearward; engaging; engaging surface; floor; forward,0.2848; 0.2848; 0.2449; 0.2390; 0.2390; 0.2179; 0.1899; 0.1875; 0.1678; 0.1591,floor tool; tool; floor
